dt,client_id,country,orders,value
2025-09-19,568,Germany,4,170.48
2025-06-22,566,UK,3,1078.08
2025-09-27,634,Japan,3,881.09
2025-09-28,265,USA,3,1389.56
2025-11-15,136,Germany,4,767.38
2025-11-23,815,Germany,2,311.94
2025-07-05,693,Mexico,4,57.69
2025-06-16,279,Japan,2,842.48
2025-10-05,577,UK,5,354.85
2025-10-28,633,UK,3,1390.97
2025-10-17,639,UK,2,310.49
2025-06-16,772,Japan,3,1200.42
2025-06-08,617,India,4,63.48
2025-10-11,581,UK,2,828.29
2025-08-22,958,France,4,959.05
2025-09-26,272,Brazil,3,1214.67
2025-10-28,76,Brazil,1,499.43
2025-09-08,654,India,1,409.85
2025-08-31,883,Brazil,1,319.46
2025-10-27,109,Germany,1,123.06
2025-06-09,62,France,3,226.58
2025-06-21,476,Mexico,4,1620.25
2025-08-16,737,USA,4,777.46
2025-06-21,220,Australia,1,412.32
2025-06-17,26,USA,5,772.36
2025-10-24,369,Japan,3,457.24
2025-11-06,245,Brazil,3,261.92
2025-10-13,106,UK,1,440.82
2025-07-03,876,Mexico,4,1937.22
2025-06-23,200,Mexico,3,1486.83
2025-06-25,10,Australia,4,140.46
2025-11-12,615,Germany,4,131.31
2025-10-12,77,Australia,5,1564.42
2025-06-27,936,UK,1,353.66
2025-06-16,203,Germany,5,278.7
2025-10-31,709,Mexico,3,1189.62
2025-10-20,661,Australia,3,46.66
2025-11-27,848,Canada,4,732.7
2025-07-02,896,Brazil,1,104.66
2025-07-23,141,Japan,4,739.95
2025-09-16,908,Mexico,2,595.83
2025-07-07,363,India,3,240.95
2025-07-11,343,Australia,1,314.99
2025-09-30,388,USA,1,494.37
2025-09-08,600,Brazil,1,45.95
2025-11-09,442,Canada,4,1517.44
2025-07-25,47,Brazil,2,150.58
2025-10-05,656,Japan,3,1031.5
2025-09-05,490,Australia,4,221.29
2025-06-13,349,Australia,3,496.33
2025-08-04,413,Brazil,1,96.97
2025-10-18,559,UK,5,1318.68
2025-09-06,894,Brazil,3,1079.49
2025-08-13,443,Japan,5,915.52
2025-06-02,128,Japan,2,546.26
2025-09-20,252,Germany,3,1448.66
2025-08-21,632,France,3,352.74
2025-10-01,590,Canada,2,223.34
2025-08-13,380,UK,1,105.04
2025-07-25,828,Canada,5,1854.93
2025-09-29,161,Australia,3,1092.5
2025-08-30,10,Australia,1,237.96
2025-07-19,722,UK,5,1226.36
2025-07-12,425,Canada,4,1345.22
2025-10-21,51,Mexico,4,402.01
2025-10-22,484,Australia,2,412.0
2025-09-16,496,Japan,2,699.63
2025-08-12,675,Canada,5,997.16
2025-11-05,831,Japan,1,458.53
2025-09-20,448,Germany,3,312.53
2025-10-28,176,Germany,3,1094.22
2025-07-30,133,Japan,1,292.45
2025-08-27,402,Australia,3,917.77
2025-11-05,467,Canada,3,105.96
2025-11-08,62,France,4,338.19
2025-09-14,642,Canada,2,415.31
2025-11-12,747,Canada,3,765.62
2025-10-25,491,UK,5,899.21
2025-07-10,733,France,1,323.69
2025-10-21,378,India,5,1892.15
2025-08-02,23,France,1,473.34
2025-11-16,265,USA,1,268.95
2025-10-24,614,Canada,5,2418.01
2025-11-03,803,Japan,4,1891.43
2025-09-06,333,Japan,4,954.38
2025-07-16,597,Japan,2,189.1
2025-09-26,298,Australia,3,1163.94
2025-09-17,539,Japan,3,726.93
2025-06-07,401,UK,1,270.52
2025-08-07,981,Brazil,3,369.16
2025-06-30,378,India,4,1537.53
2025-08-23,762,Australia,1,68.51
2025-10-11,498,Germany,1,259.27
2025-10-13,184,Germany,2,915.59
2025-08-28,825,Mexico,2,694.16
2025-07-21,25,Canada,5,1102.92
2025-10-20,966,France,5,2250.21
2025-06-16,961,India,4,214.48
2025-10-07,616,UK,2,160.04
2025-07-13,789,USA,3,1471.38
2025-10-18,976,Canada,3,1077.05
2025-11-12,933,Germany,1,150.14
2025-06-14,426,Brazil,1,120.4
2025-10-04,162,France,3,1320.0
2025-10-29,9,Japan,1,111.88
2025-07-18,761,Japan,4,977.02
2025-09-03,248,Canada,1,217.84
2025-09-13,709,Mexico,5,2369.32
2025-10-10,94,Germany,2,911.27
2025-11-28,456,Japan,5,606.78
2025-08-07,456,Japan,2,611.29
2025-08-03,310,Germany,3,1037.06
2025-06-08,257,Germany,4,1070.24
2025-08-12,186,Brazil,3,1222.44
2025-07-11,925,France,5,1539.78
2025-08-29,292,UK,1,107.71
2025-08-24,638,Australia,4,578.18
2025-10-20,342,Germany,3,745.17
2025-10-13,795,USA,5,991.9
2025-10-02,126,USA,2,475.61
2025-07-17,370,Mexico,3,237.41
2025-10-30,138,Canada,1,176.55
2025-09-14,791,Germany,1,417.09
2025-07-13,263,France,1,179.91
2025-07-14,485,USA,3,721.83
2025-09-10,689,Australia,4,1536.47
2025-09-30,485,USA,3,797.46
2025-09-29,101,Canada,2,173.88
2025-07-03,365,Japan,2,670.05
2025-06-16,385,UK,4,309.29
2025-06-04,214,Canada,1,106.12
2025-10-25,927,Canada,5,543.3
2025-07-07,463,USA,3,1250.98
2025-06-24,394,Brazil,5,1279.08
2025-10-12,852,France,1,400.04
2025-07-11,126,USA,2,271.87
2025-09-28,388,USA,3,533.62
2025-11-10,661,Australia,3,406.79
2025-08-02,224,Mexico,5,1971.01
2025-09-25,43,Canada,2,731.37
2025-07-14,778,UK,3,307.3
2025-08-24,451,Germany,1,181.82
2025-09-14,170,Japan,2,906.92
2025-10-10,728,Canada,1,165.36
2025-07-10,524,Japan,4,1367.9
2025-06-13,862,France,3,1196.22
2025-09-13,429,Japan,5,1031.03
2025-07-20,838,Canada,3,583.82
2025-11-21,980,Germany,5,1977.59
2025-10-24,221,Germany,1,151.06
2025-07-25,5,France,4,193.48
2025-10-25,952,Canada,3,468.87
2025-11-13,183,France,4,545.34
2025-11-25,421,Brazil,3,1035.54
2025-10-11,283,Mexico,3,1284.95
2025-11-25,61,USA,2,768.34
2025-10-03,310,Germany,1,456.85
2025-11-18,694,France,1,303.55
2025-09-25,113,Brazil,4,818.3
2025-07-30,619,UK,2,393.62
2025-07-30,657,Brazil,4,1895.5
2025-06-30,993,France,5,1326.94
2025-11-10,586,USA,1,265.34
2025-09-03,326,USA,3,420.26
2025-11-11,156,Germany,2,542.48
2025-06-27,10,Australia,2,232.44
2025-09-02,397,UK,5,2325.92
2025-11-05,346,Canada,2,476.34
2025-09-03,548,USA,4,321.45
2025-07-17,979,Germany,2,34.94
2025-10-25,365,Japan,1,462.03
2025-09-26,699,France,2,678.51
2025-09-19,384,Japan,5,369.52
2025-07-05,248,Canada,2,755.89
2025-10-20,143,Canada,5,1684.4
2025-09-30,347,France,1,485.12
2025-07-23,105,UK,5,950.84
2025-08-11,118,UK,1,364.17
2025-08-12,994,Japan,3,158.25
2025-07-12,797,Australia,1,379.25
2025-11-12,460,Australia,1,493.56
2025-06-14,933,Germany,2,544.27
2025-08-12,19,Japan,1,409.49
2025-11-15,98,Mexico,5,1734.03
2025-06-02,521,Brazil,3,1456.97
2025-09-20,970,India,4,1001.69
2025-06-21,706,Japan,3,472.94
2025-09-27,697,Japan,2,53.88
2025-08-02,442,Canada,5,2053.59
2025-08-22,776,Brazil,5,333.5
2025-09-04,65,Brazil,5,1364.22
2025-11-10,546,UK,3,682.17
2025-06-01,423,France,5,354.59
2025-08-18,714,France,5,2291.58
2025-07-30,914,Brazil,2,358.23
2025-09-14,817,Australia,4,1284.18
2025-07-25,800,Brazil,4,306.81
2025-11-06,440,Canada,4,1369.79
2025-06-08,965,USA,2,455.61
2025-10-27,38,Germany,1,432.78
2025-08-15,417,UK,5,1146.09
2025-10-02,164,Germany,3,1484.67
2025-09-04,858,India,4,194.89
2025-08-25,599,France,4,1411.38
2025-11-14,111,UK,4,1693.06
2025-07-26,412,France,5,499.28
2025-10-20,454,India,1,246.24
2025-09-10,347,France,4,1127.21
2025-06-15,172,Germany,1,137.18
2025-11-28,394,Brazil,1,58.8
2025-07-26,522,Germany,2,317.57
2025-10-29,338,Japan,4,1563.77
2025-10-12,360,Canada,5,2304.26
2025-11-09,886,Canada,2,58.43
2025-10-08,503,Brazil,3,188.04
2025-09-17,286,Australia,1,145.51
2025-08-08,337,UK,5,2177.8
2025-07-14,856,Japan,1,34.62
2025-09-08,257,Germany,1,117.61
2025-09-05,255,Germany,4,1811.56
2025-09-05,71,Mexico,5,1063.51
2025-11-09,231,UK,2,839.64
2025-07-24,394,Brazil,3,1343.61
2025-08-10,649,France,4,641.11
2025-10-18,757,Mexico,2,730.63
2025-08-25,382,Brazil,2,758.02
2025-10-17,872,France,2,416.05
2025-09-10,966,France,2,920.12
2025-08-29,193,France,5,2348.69
2025-09-04,470,France,4,1513.11
2025-11-09,513,Brazil,3,911.53
2025-08-26,221,Germany,5,1051.38
2025-09-07,517,UK,1,340.45
2025-11-01,392,Germany,5,2111.67
2025-06-10,26,USA,3,384.23
2025-06-13,585,Australia,5,2039.23
2025-07-24,53,USA,2,169.27
2025-07-06,519,Germany,5,365.12
2025-11-23,830,Germany,1,23.42
2025-10-04,840,Mexico,4,1278.75
2025-10-22,593,Mexico,5,2484.54
2025-10-30,453,UK,1,88.32
2025-09-15,381,France,2,494.16
2025-10-28,161,Australia,4,1517.98
2025-06-09,805,Japan,3,1422.48
2025-09-20,713,Japan,3,125.74
2025-07-27,850,India,2,194.9
2025-09-15,557,Japan,5,1770.27
2025-10-04,998,USA,3,816.92
2025-11-02,505,Canada,3,860.31
2025-08-07,174,Japan,2,798.52
2025-11-10,772,Japan,1,110.91
2025-08-25,417,UK,5,2228.61
2025-10-06,619,UK,4,1283.18
2025-09-06,693,Mexico,3,719.98
2025-06-25,75,USA,3,1287.3
2025-10-16,632,France,1,431.1
2025-09-04,211,India,2,399.65
2025-09-30,16,Australia,3,1160.3
2025-07-15,271,India,1,263.14
2025-10-25,727,Australia,4,576.58
2025-09-01,997,France,3,922.21
2025-10-02,7,Brazil,2,589.52
2025-10-20,563,Mexico,5,1216.56
2025-10-06,462,USA,4,1693.31
2025-10-05,744,USA,2,871.99
2025-11-11,928,Japan,4,1294.28
2025-06-17,435,France,5,1317.61
2025-08-21,344,India,4,1340.13
2025-09-11,393,India,1,489.11
2025-10-13,38,Germany,1,47.67
2025-06-21,385,UK,1,410.23
2025-07-31,734,UK,4,831.95
2025-10-20,449,Mexico,2,167.15
2025-10-09,863,Brazil,4,492.71
2025-07-27,446,Mexico,4,1899.48
2025-09-24,354,Brazil,3,565.12
2025-11-26,738,USA,4,1279.26
2025-08-11,50,Mexico,2,517.62
2025-07-06,821,India,2,544.45
2025-06-06,25,Canada,3,1140.88
2025-07-19,807,UK,1,371.89
2025-07-06,692,Mexico,2,436.76
2025-10-05,921,Brazil,4,1403.71
2025-10-12,469,Germany,5,2456.79
2025-08-02,75,USA,5,1120.8
2025-06-26,416,Brazil,2,385.73
2025-09-02,984,Germany,1,490.8
2025-10-26,829,UK,1,499.69
2025-10-21,475,Canada,5,639.57
2025-10-04,16,Australia,4,1758.71
2025-08-21,971,Germany,2,717.44
2025-07-28,24,Germany,1,353.48
2025-09-17,690,USA,4,1464.04
2025-09-29,418,Germany,4,899.51
2025-11-20,735,Canada,2,818.59
2025-07-26,919,France,4,1398.54
2025-11-12,771,Australia,2,906.81
2025-07-11,462,USA,3,793.13
2025-11-22,238,Germany,1,325.59
2025-08-05,526,Australia,5,1409.87
2025-07-09,800,Brazil,1,392.83
2025-08-04,7,Brazil,2,251.27
2025-10-05,577,UK,1,207.29
2025-06-13,492,USA,5,2311.8
2025-06-15,692,Mexico,3,327.84
2025-08-05,164,Germany,4,1661.43
2025-10-21,716,France,4,1552.78
2025-07-24,938,UK,1,410.43
2025-08-20,779,UK,4,1487.96
2025-09-07,542,France,5,2241.54
2025-07-04,184,Germany,1,452.61
2025-06-19,404,Mexico,4,189.05
2025-07-17,448,Germany,4,292.79
2025-08-09,770,Mexico,3,113.25
2025-06-08,508,Germany,5,1015.66
2025-07-06,830,Germany,4,1326.12
2025-08-27,909,Germany,5,2169.42
2025-06-02,807,UK,2,996.82
2025-08-14,782,Canada,3,624.78
2025-06-15,37,Canada,5,1673.11
2025-07-25,726,USA,3,539.32
2025-10-26,407,USA,4,721.68
2025-10-23,389,USA,5,464.94
2025-11-24,957,France,2,208.02
2025-11-22,131,Canada,1,459.74
2025-10-24,793,Germany,2,975.07
2025-07-20,646,India,1,438.62
2025-09-17,375,Japan,2,681.86
2025-07-16,736,USA,5,209.95
2025-08-14,893,India,3,444.68
2025-09-24,513,Brazil,2,503.76
2025-07-06,924,Germany,3,754.36
2025-06-17,280,UK,3,1448.6
2025-08-21,402,Australia,2,805.34
2025-10-04,167,Mexico,4,1099.47
2025-08-02,765,UK,1,440.63
2025-10-13,327,Mexico,3,1287.8
2025-10-07,219,Australia,4,979.24
2025-08-12,21,Mexico,3,884.92
2025-06-12,532,Mexico,5,1348.68
2025-09-16,702,Mexico,1,385.77
2025-11-19,614,Canada,2,718.92
2025-10-10,755,UK,1,431.16
2025-06-02,170,Japan,5,372.29
2025-08-28,405,USA,1,54.17
2025-07-17,122,France,2,411.13
2025-09-01,45,UK,2,527.73
2025-11-23,92,Mexico,1,298.09
2025-10-23,11,USA,1,346.43
2025-10-20,970,India,5,154.2
2025-06-29,338,Japan,4,1492.41
2025-11-14,808,India,5,2174.27
2025-11-04,900,Brazil,3,1153.29
2025-06-21,816,Brazil,3,1144.1
2025-08-13,484,Australia,2,686.38
2025-09-02,610,Brazil,2,863.88
2025-10-13,364,India,1,295.46
2025-07-23,694,France,5,1528.62
2025-10-20,638,Australia,3,1057.12
2025-07-14,36,Japan,2,229.14
2025-07-07,936,UK,4,131.78
2025-09-08,138,Canada,4,1770.62
2025-10-09,507,UK,1,449.69
2025-11-20,948,UK,5,370.86
2025-08-19,809,Germany,4,1268.44
2025-11-11,85,India,1,189.05
2025-10-30,953,Australia,5,1641.73
2025-07-10,1,Japan,1,482.23
2025-08-08,713,Japan,3,828.45
2025-10-25,403,USA,1,310.06
2025-09-26,252,Germany,4,861.92
2025-07-14,362,Japan,4,1932.06
2025-08-08,237,Australia,1,376.63
2025-09-20,417,UK,2,929.87
2025-11-15,188,Mexico,2,484.99
2025-11-05,845,UK,4,534.82
2025-08-07,677,Japan,2,304.94
2025-08-19,103,Canada,2,135.95
2025-07-16,257,Germany,3,478.6
2025-07-05,530,USA,3,966.55
2025-08-31,969,Mexico,1,263.25
2025-08-02,180,India,5,2423.46
2025-06-04,378,India,5,2289.09
2025-06-23,720,Brazil,3,869.3
2025-06-25,870,Brazil,4,1083.81
2025-08-12,806,Australia,1,458.05
2025-06-01,119,Australia,3,460.55
2025-06-14,946,Japan,4,988.14
2025-09-06,239,Brazil,1,305.33
2025-07-28,96,India,5,2031.63
2025-06-22,434,UK,4,715.81
2025-10-17,999,USA,4,1489.49
2025-07-30,848,Canada,5,1671.63
2025-06-26,454,India,3,859.19
2025-08-01,256,Australia,4,1070.34
2025-08-15,637,Canada,3,526.61
2025-09-17,67,Canada,4,1502.35
2025-11-27,158,Germany,4,1926.81
2025-09-17,461,Brazil,4,351.3
2025-09-26,121,Australia,5,378.06
2025-10-22,741,UK,2,534.46
2025-08-29,693,Mexico,1,368.25
2025-06-25,724,UK,4,1369.08
2025-06-23,92,Mexico,1,181.38
2025-08-10,510,Brazil,1,446.93
2025-10-14,336,Brazil,4,1402.79
2025-10-05,467,Canada,5,1825.58
2025-08-26,823,Germany,1,110.34
2025-10-05,180,India,3,595.13
2025-11-15,220,Australia,2,255.67
2025-09-03,401,UK,3,671.11
2025-06-26,120,Brazil,1,30.85
2025-07-22,293,Brazil,1,416.33
2025-06-13,477,Germany,5,1234.02
2025-10-24,283,Mexico,3,1425.12
2025-07-20,738,USA,5,2460.39
2025-07-04,804,Australia,3,870.39
2025-08-10,416,Brazil,2,180.99
2025-06-09,480,Mexico,1,478.45
2025-07-26,481,France,5,519.36
2025-09-08,31,France,4,504.14
2025-09-06,781,Canada,1,479.78
2025-08-24,80,Brazil,1,109.74
2025-09-13,567,Canada,5,628.98
2025-10-30,459,UK,3,1063.94
2025-06-28,496,Japan,1,135.33
2025-07-26,123,Australia,2,172.25
2025-08-06,143,Canada,5,1012.13
2025-09-13,925,France,3,1374.27
2025-07-16,387,Japan,1,225.56
2025-08-12,801,France,3,789.66
2025-06-02,858,India,3,1346.87
2025-11-26,591,India,4,1532.05
2025-09-15,232,Germany,2,356.66
2025-06-14,627,UK,5,98.35
2025-08-15,253,USA,4,1263.24
2025-09-27,933,Germany,2,758.99
2025-09-25,287,USA,5,1235.12
2025-07-23,161,Australia,5,428.56
2025-11-07,716,France,2,386.48
2025-09-20,293,Brazil,1,140.51
2025-07-27,309,USA,5,2437.21
2025-11-03,773,Canada,1,24.64
2025-10-07,633,UK,4,332.58
2025-11-16,404,Mexico,3,205.61
2025-09-29,819,Japan,5,950.1
2025-10-29,398,Australia,1,269.98
2025-10-14,209,Germany,1,283.26
2025-08-24,695,Mexico,1,124.3
2025-09-16,252,Germany,1,424.98
2025-09-17,105,UK,5,555.91
2025-09-11,646,India,3,493.92
2025-10-30,552,Germany,3,476.33
2025-11-04,638,Australia,4,1388.95
2025-07-06,661,Australia,3,126.02
2025-08-29,583,India,3,599.42
2025-09-14,832,Mexico,2,231.06
2025-11-23,264,Australia,3,944.41
2025-08-14,854,India,2,178.29
2025-07-13,515,France,2,521.34
2025-10-04,26,USA,1,192.3
2025-11-10,222,Germany,4,56.11
2025-11-24,251,USA,5,1265.46
2025-08-14,774,USA,2,382.27
2025-09-05,67,Canada,4,1906.52
2025-11-26,792,France,4,82.16
2025-07-29,550,Germany,4,1988.02
2025-09-28,733,France,3,79.14
2025-10-11,626,Australia,4,128.81
2025-11-01,926,Mexico,5,771.21
2025-06-12,298,Australia,4,1974.42
2025-10-10,74,India,3,1447.76
2025-08-15,648,Japan,2,913.58
2025-11-01,900,Brazil,5,1070.36
2025-07-08,476,Mexico,3,964.65
2025-08-19,906,Japan,3,884.09
2025-07-21,236,Japan,2,30.52
2025-08-15,191,Mexico,5,2317.41
2025-11-08,942,Japan,4,935.5
2025-11-10,175,Mexico,3,877.82
2025-10-13,552,Germany,4,1853.74
2025-08-20,841,Germany,5,707.4
2025-08-22,340,Canada,3,1069.87
2025-08-23,964,Brazil,1,245.31
2025-10-04,537,Brazil,1,10.28
2025-11-16,362,Japan,1,385.82
2025-09-09,535,Germany,3,640.37
2025-11-07,316,Canada,1,361.39
2025-08-11,887,Germany,5,1352.12
2025-08-27,146,USA,2,827.09
2025-08-17,491,UK,2,671.4
2025-07-29,903,Germany,1,53.34
2025-08-07,620,UK,4,685.08
2025-07-01,147,Mexico,2,959.97
2025-07-20,133,Japan,5,825.5
2025-06-13,930,France,5,705.1
2025-10-15,657,Brazil,1,473.85
2025-06-18,230,Brazil,3,248.2
2025-09-08,218,Germany,2,784.89
2025-07-29,96,India,4,1262.0
2025-07-06,101,Canada,4,582.42
2025-07-12,393,India,3,1237.63
2025-11-02,957,France,1,61.09
2025-09-26,223,India,1,105.54
2025-09-22,903,Germany,2,544.08
2025-09-23,886,Canada,5,238.11
2025-08-16,197,Mexico,2,933.52
2025-10-31,186,Brazil,2,796.08
2025-06-14,317,USA,5,494.53
2025-08-02,215,France,1,191.51
2025-09-24,629,India,4,1744.74
2025-06-24,74,India,4,1520.4
2025-09-26,818,Mexico,2,903.21
2025-10-31,204,France,3,193.66
2025-10-06,926,Mexico,4,1851.45
2025-08-14,459,UK,1,479.63
2025-11-03,346,Canada,4,1032.46
2025-09-12,206,USA,2,588.27
2025-09-05,423,France,1,180.06
2025-10-10,520,Mexico,3,339.03
2025-08-14,990,Japan,3,673.17
2025-10-26,196,USA,2,579.77
2025-10-13,78,Australia,5,1864.27
2025-09-16,834,Mexico,4,993.97
2025-07-18,810,India,1,361.16
2025-10-06,921,Brazil,3,723.78
2025-10-03,658,USA,2,404.22
2025-06-10,818,Mexico,3,178.36
2025-10-31,501,UK,3,1050.23
2025-07-16,786,France,2,292.08
2025-06-02,534,India,2,919.44
2025-08-11,891,Germany,4,1587.37
2025-08-13,92,Mexico,1,105.25
2025-09-09,895,UK,2,193.78
2025-08-20,390,Brazil,2,173.27
2025-10-09,449,Mexico,2,375.04
2025-10-24,241,Canada,4,492.41
2025-09-17,963,Mexico,5,2479.76
2025-09-04,840,Mexico,4,1162.41
2025-09-17,431,UK,5,2214.84
2025-08-07,28,Brazil,5,2000.64
2025-09-28,935,France,2,228.65
2025-08-11,512,Canada,3,94.85
2025-08-18,688,India,1,190.88
2025-10-11,756,Japan,4,697.28
2025-10-26,805,Japan,2,695.91
2025-11-18,820,India,5,494.93
2025-06-10,498,Germany,2,894.03
2025-10-03,671,India,2,510.38
2025-06-12,899,Brazil,2,338.07
2025-10-04,921,Brazil,1,371.24
2025-08-08,873,Mexico,3,1308.29
2025-09-11,6,Mexico,1,490.4
2025-08-08,196,USA,2,913.58
2025-11-26,422,India,4,1765.15
2025-11-27,573,France,1,127.74
2025-09-20,747,Canada,5,1907.67
2025-10-18,14,Germany,4,1418.24
2025-09-03,530,USA,2,252.26
2025-06-12,648,Japan,4,1602.05
2025-08-30,317,USA,5,1035.29
2025-10-22,859,Japan,5,1258.93
2025-07-28,541,Germany,1,129.2
2025-09-13,699,France,3,392.59
2025-08-03,414,France,3,1055.25
2025-10-08,826,Brazil,4,1107.17
2025-10-08,58,Australia,3,1114.53
2025-07-01,361,UK,3,408.87
2025-11-28,888,India,4,1541.36
2025-07-17,808,India,1,196.19
2025-08-13,598,Canada,5,2018.18
2025-09-12,228,Japan,4,953.3
2025-07-02,333,Japan,5,1901.88
2025-09-07,680,Australia,2,211.52
2025-09-24,651,India,4,479.08
2025-08-08,188,Mexico,2,106.02
2025-09-01,476,Mexico,4,963.7
2025-11-20,66,USA,1,362.93
2025-09-14,885,Japan,4,1164.69
2025-10-22,607,India,4,600.36
2025-10-14,329,India,3,233.18
2025-11-19,85,India,2,487.22
2025-08-04,747,Canada,4,990.06
2025-08-05,537,Brazil,3,1469.69
2025-06-01,596,Mexico,1,469.26
2025-06-24,136,Germany,3,1370.82
2025-09-28,163,UK,5,2308.4
2025-07-21,997,France,5,2244.59
2025-10-17,136,Germany,1,186.43
2025-10-01,893,India,5,1307.1
2025-06-22,978,UK,4,139.23
2025-09-14,154,Canada,3,347.93
2025-09-30,928,Japan,3,1171.01
2025-09-12,719,Mexico,5,1736.32
2025-07-20,547,India,5,2013.8
2025-09-02,158,Germany,4,147.27
2025-09-15,759,India,1,408.26
2025-10-31,174,Japan,5,1777.3
2025-07-29,686,Germany,2,308.73
2025-10-23,910,Germany,1,422.47
2025-11-04,111,UK,4,1236.33
2025-11-18,766,India,2,44.62
2025-10-06,840,Mexico,2,830.61
2025-10-06,427,Brazil,5,2366.23
2025-08-01,581,UK,2,274.42
2025-10-16,320,USA,1,367.86
2025-09-02,45,UK,2,610.82
2025-09-18,507,UK,4,1637.46
2025-11-03,853,Brazil,2,82.02
2025-07-23,583,India,5,2378.4
2025-10-27,167,Mexico,4,1618.92
2025-07-12,148,Mexico,2,803.17
2025-07-25,421,Brazil,3,121.14
2025-07-16,948,UK,1,469.47
2025-06-23,914,Brazil,1,453.83
2025-11-05,362,Japan,2,984.38
2025-09-15,291,Germany,4,1287.77
2025-07-05,455,India,2,920.27
2025-07-07,246,Brazil,3,1431.84
2025-10-20,801,France,5,1157.36
2025-08-01,847,India,3,722.97
2025-08-19,232,Germany,5,939.64
2025-07-12,354,Brazil,5,1834.74
2025-08-11,52,France,1,71.02
2025-09-22,526,Australia,3,290.89
2025-09-17,952,Canada,2,34.31
2025-06-01,501,UK,1,282.92
2025-09-23,526,Australia,1,216.05
2025-09-03,385,UK,3,892.74
2025-09-25,976,Canada,2,548.14
2025-10-11,969,Mexico,3,574.09
2025-09-13,251,USA,3,761.09
2025-06-28,533,USA,4,1414.19
2025-10-19,455,India,3,736.7
2025-11-12,373,India,2,284.5
2025-08-13,261,France,1,115.19
2025-10-19,11,USA,2,59.04
2025-08-11,668,Australia,5,1785.98
2025-11-04,75,USA,4,540.24
2025-10-03,808,India,2,54.49
2025-10-06,420,India,3,136.33
2025-07-04,456,Japan,2,705.68
2025-11-12,836,UK,5,1069.89
2025-11-10,118,UK,2,25.32
2025-11-25,767,India,1,62.33
2025-08-14,584,France,1,399.76
2025-09-07,527,Japan,1,93.73
2025-10-31,648,Japan,3,409.19
2025-08-18,200,Mexico,5,1810.01
2025-06-09,763,UK,5,655.68
2025-07-09,215,France,1,263.79
2025-11-11,786,France,3,933.84
2025-06-22,361,UK,3,1483.49
2025-09-04,34,France,2,695.23
2025-11-18,229,UK,2,160.81
2025-08-31,921,Brazil,4,536.66
2025-08-30,241,Canada,5,772.85
2025-10-14,923,UK,5,1024.66
2025-10-21,327,Mexico,4,974.3
2025-06-21,435,France,2,314.67
2025-07-20,178,France,1,444.4
2025-06-28,724,UK,3,1099.27
2025-06-15,611,Mexico,5,1478.41
2025-09-03,292,UK,4,520.86
2025-07-05,732,Mexico,5,1182.5
2025-07-28,385,UK,2,997.84
2025-07-22,457,Japan,3,1353.92
2025-07-17,163,UK,5,745.73
2025-06-18,943,India,3,1287.16
2025-09-17,40,USA,2,164.5
2025-10-17,882,Japan,3,937.86
2025-08-21,632,France,1,396.8
2025-10-05,647,Australia,5,333.36
2025-07-14,210,India,3,786.82
2025-10-22,917,Canada,3,1375.93
2025-07-23,752,USA,2,243.6
2025-06-24,359,USA,3,264.85
2025-07-17,778,UK,1,179.2
2025-10-26,62,France,1,484.3
2025-10-11,896,Brazil,1,387.61
2025-06-09,397,UK,1,284.3
2025-10-29,638,Australia,1,239.71
2025-11-27,934,USA,1,473.15
2025-11-26,882,Japan,5,581.36
2025-11-28,997,France,4,1414.75
2025-08-28,87,Mexico,4,158.82
2025-09-30,426,Brazil,4,1257.12
2025-07-19,371,Germany,5,156.21
2025-08-01,37,Canada,2,127.97
2025-10-15,624,France,4,1094.57
2025-09-06,386,France,2,490.39
2025-10-23,68,Japan,4,301.59
2025-07-02,717,Brazil,1,124.11
2025-09-20,613,Australia,4,500.86
2025-06-06,930,France,1,446.42
2025-10-22,287,USA,4,1242.48
2025-07-08,53,USA,3,602.21
2025-07-25,468,India,1,499.46
2025-09-19,689,Australia,2,522.44
2025-07-20,572,Australia,4,881.81
2025-11-02,17,France,2,123.26
2025-09-17,735,Canada,2,913.47
2025-09-02,157,Canada,1,157.43
2025-11-28,175,Mexico,4,174.82
2025-06-10,525,USA,2,349.23
2025-09-28,488,UK,4,106.76
2025-07-09,864,Brazil,3,484.69
2025-10-29,664,Japan,1,186.72
2025-06-20,548,USA,4,994.32
2025-10-13,470,France,1,389.09
2025-10-22,855,France,5,285.65
2025-09-02,173,Japan,3,158.74
2025-06-15,448,Germany,1,445.44
2025-06-07,976,Canada,2,714.83
2025-10-02,883,Brazil,2,305.48
2025-11-05,903,Germany,2,461.99
2025-10-14,345,Mexico,5,287.21
2025-10-28,53,USA,3,1332.46
2025-10-11,206,USA,1,243.31
2025-10-06,44,Japan,1,57.79
2025-10-08,278,France,5,470.6
2025-06-10,222,Germany,4,778.41
2025-10-11,13,USA,3,1138.46
2025-11-21,746,Brazil,2,834.52
2025-08-04,906,Japan,2,359.02
2025-06-21,816,Brazil,3,385.69
2025-07-30,107,France,2,787.8
2025-10-03,175,Mexico,5,182.52
2025-09-27,612,India,4,567.39
2025-07-18,821,India,4,859.34
2025-06-09,414,France,5,1843.86
2025-08-17,480,Mexico,4,1286.76
2025-11-27,45,UK,2,368.2
2025-06-17,52,France,1,150.39
2025-06-06,525,USA,1,103.13
2025-10-26,972,Japan,4,978.93
2025-11-22,700,Mexico,2,608.33
2025-08-28,865,Mexico,1,107.13
2025-11-15,122,France,1,386.79
